score,max_tile,board_state
11196,512,[9 5 3 2 1 8 4 3 9 7 5 2 6 3 2 1]
11460,1024,[10  4  1  2  1  6  5  1  4  8  4  2  2  5  3  1]
3336,256,[8 5 4 3 4 7 5 2 3 5 6 4 1 3 2 1]
33264,2048,[11  1  4  2 10  4  3  1  9  2  1  2  4  1  2  1]
12644,1024,[10  6  2  1  4  8  7  2  5  6  5  3  1  5  4  1]
15380,1024,[ 8  9 10  3  2  6  5  4  4  3  2  1  2  1  3  2]
11508,1024,[ 2  1  2  1  5  2  1  2  8 10  5  3  1  2  6  5]
1680,128,[7 6 2 1 4 5 3 4 3 4 6 2 2 1 3 1]
19472,1024,[10  3  2  1  2  5  4  3 10  6  3  2  7  5  2  1]
32368,2048,[11  4  3  2 10  5  4  1  8  6  5  2  7  5  3  1]
11404,1024,[10  4  3  2  4  6  7  3  6  7  4  2  5  3  2  1]
15584,1024,[ 9  5  4  2  8  6  5  4 10  5  4  3  1  3  2  1]
11620,1024,[10  5  4  2  1  2  6  5  5  1  4  2  1  2  8  1]
25556,2048,[11  5  3  4  9  7  4  3  1  4  5  2  6  1  3  1]
21240,2048,[11  3  2  1  1  7  3  4  5  3  5  2  3  1  3  1]
10188,1024,[10  5  4  2  2  4  7  3  3  5  1  2  2  1  4  1]
7196,512,[9 5 3 2 5 7 8 3 6 4 3 2 2 3 2 1]
11420,512,[9 5 1 2 8 7 3 1 9 6 5 2 6 3 4 1]
7468,512,[9 6 4 3 7 8 5 2 6 4 2 1 1 5 1 3]
7340,512,[9 3 2 1 8 6 4 3 1 7 5 2 6 4 2 1]
12468,1024,[10  2  3  1  8  5  4  2  7  6  3  1  6  5  1  2]
23976,2048,[ 5  4  1  2  7  6  3  1  8  7  4  3 11  5  3  1]
2860,256,[8 2 4 1 2 5 7 2 3 4 2 1 1 5 1 2]
6780,512,[9 5 4 2 6 8 5 3 2 3 6 2 1 2 4 3]
11100,512,[9 1 3 2 1 7 5 3 9 6 4 2 1 8 5 1]
16032,1024,[10  4  1  2  9  1  6  1  5  8  4  2  1  7  2  1]
28312,2048,[11  6  5  3  1  7  6  1  8  9  4  2  2  5  7  1]
3436,256,[8 6 5 3 2 7 4 1 1 6 5 2 2 1 3 1]
32812,2048,[11  4  3  1  2 10  6  2  8  7  4  1  7  3  1  2]
16524,1024,[10  4  3  1  1  9  5  2  8  7  6  3  6  5  4  2]
5572,256,[8 5 2 1 7 6 4 3 8 4 3 2 7 3 2 1]
16248,1024,[10  6  4  3  9  8  6  2  3  4  7  1  1  2  1  2]
5676,512,[9 4 3 2 4 7 4 3 6 5 6 2 4 2 4 1]
6520,512,[9 4 3 1 8 6 5 2 4 5 3 4 3 2 1 2]
7028,512,[9 2 1 3 1 4 2 1 8 7 6 2 5 1 3 1]
14784,1024,[10  3  2  1  9  7  4  3  7  5  2  1  3  2  3  2]
7008,512,[1 2 5 1 5 9 4 2 3 7 5 1 1 8 2 4]
14684,1024,[10  6  5  3  9  7  4  1  2  5  3  2  1  6  2  1]
7612,512,[9 4 3 2 8 7 4 1 7 5 3 2 5 3 2 1]
7608,512,[9 5 3 2 7 6 5 1 6 8 4 2 4 5 2 1]
15016,1024,[10  7  2  1  1  9  4  2  7  6  3  1  4  3  1  3]
12368,1024,[10  6  5  4  7  8  6  3  3  4  3  2  2  1  2  1]
7176,512,[9 4 3 1 7 6 4 2 8 5 2 1 5 4 3 2]
11476,1024,[10  3  2  1  1  6  5  3  8  3  4  2  5  4  3  1]
3916,256,[8 5 7 5 4 7 5 4 3 5 4 2 1 2 3 1]
6332,512,[9 2 4 1 1 5 3 2 4 6 2 1 3 8 1 3]
11924,1024,[10  7  5  4  5  4  8  3  2  1  4  2  1  3  2  1]
8084,512,[9 7 6 2 5 8 7 1 2 6 5 2 1 3 2 1]
11800,1024,[10  3  4  1  8  7  3  2  4  5  2  1  3  2  1  2]
7400,512,[9 4 3 1 8 5 4 2 7 6 5 3 5 4 3 2]
17216,1024,[10  5  4  1  9  6  5  3  8  7  4  2  7  6  2  1]
24708,2048,[11  1  4  1  9  4  3  2  1  6  4  3  5  1  3  1]
9388,512,[9 4 3 2 7 6 4 1 9 5 3 2 1 3 2 1]
12392,1024,[10  5  4  2  1  6  5  3  5  8  4  2  4  7  2  1]
7748,512,[8 3 1 2 2 6 5 1 1 9 7 2 2 7 4 1]
27336,2048,[11  4  2  1  9  5  4  2  8  6  3  1  7  5  4  2]
3396,256,[4 3 2 4 7 6 5 2 6 8 4 1 1 2 3 2]
35444,2048,[11  5  4  1 10  6  5  3  9  7  4  2  7  5  2  1]
17212,1024,[10  5  3  2  9  6  4  1  8  7  5  3  7  6  4  2]
6508,512,[9 2 1 2 5 6 5 4 2 3 8 3 1 2 5 2]
11728,1024,[10  3  2  3  8  5  4  1  7  2  3  2  4  3  2  1]
13740,1024,[10  4  2  1  5  1  4  3  6  9  5  2  1  4  2  1]
14888,1024,[ 5  3  2  1  6  7  3  2  9  6  5  3 10  5  4  1]
3108,256,[8 6 2 1 2 7 3 2 4 5 4 1 1 4 3 2]
17136,1024,[10  3  2  1  9  6  3  2  8  7  4  3  7  6  5  1]
8308,512,[9 5 2 1 8 7 5 2 7 6 4 3 6 5 3 2]
7128,512,[9 6 7 2 3 4 8 4 4 5 3 2 1 3 2 1]
5452,512,[9 7 5 3 3 6 4 2 2 3 5 4 1 2 3 1]
3504,256,[8 4 3 1 1 6 5 2 6 7 4 3 2 5 3 2]
14764,1024,[10  5  3  2  9  7  6  3  6  4  5  2  4  1  2  1]
24704,2048,[11  4  3  2  2  9  5  1  3  6  4  3  1  2  3  1]
15260,1024,[10  4  3  2  5  6  5  3  9  7  4  2  7  4  2  1]
16284,1024,[10  3  2  1  8  4  6  3  9  7  1  2  6  4  2  1]
32280,2048,[ 5  2  1  2 11  5  6  3 10  8  5  1  2  7  3  2]
3492,256,[8 6 4 3 3 7 5 2 2 5 6 4 1 3 1 2]
4952,512,[9 3 1 2 6 4 5 1 4 6 4 3 2 1 3 2]
16852,1024,[10  6  3  2  9  7  4  3  8  6  5  2  6  5  4  1]
12824,512,[9 6 2 1 8 7 5 2 1 9 4 3 8 4 3 1]
5132,256,[8 7 6 2 4 6 8 4 2 5 4 3 1 2 3 1]
13496,512,[9 5 2 1 1 7 4 3 9 8 6 2 8 7 4 1]
16356,1024,[10  5  3  1  9  7  5  2  8  6  2  1  6  2  1  2]
16400,1024,[10  6  2  1  1  8  3  2  9  5  7  4  6  4  3  2]
15108,1024,[10  6  2  3  9  7  3  1  7  5  4  3  1  3  2  1]
25968,2048,[11  6  7  5  6  9  5  4  2  5  4  2  1  2  3  1]
12336,1024,[10  6  8  4  4  7  4  3  3  6  3  2  1  3  2  1]
12204,1024,[10  4  1  2  2  6  5  3  7  8  4  2  2  5  3  1]
12624,1024,[10  3  1  3  2  5  2  1  7  8  7  2  4  2  5  1]
7960,512,[9 4 2 1 6 7 4 2 2 8 5 3 7 5 4 2]
3456,256,[8 6 3 1 3 7 6 2 4 5 3 5 3 2 1 2]
14548,1024,[10  3  1  2  9  4  3  1  7  6  4  2  6  4  3  1]
11752,1024,[10  3  2  1  1  8  6  2  5  6  5  3  4  2  1  2]
6608,512,[9 4 2 1 2 8 4 2 5 6 5 3 4 5 4 2]
22788,2048,[11  4  1  2  1  6  3  4  6  8  5  3  4  3  2  1]
11180,1024,[ 1  4  3  2  3  2  6  1  2 10  1  3  1  2  8  1]
16404,1024,[10  6  5  1  9  7  4  2  8  4  2  1  6  2  1  3]
16784,1024,[10  3  2  1  9  6  3  2  8  7  5  1  7  4  1  2]
6824,512,[9 4 1 2 4 6 5 4 6 5 8 2 4 3 2 1]
15592,1024,[10  4  3  2  1  9  6  1  8  5  4  2  1  6  2  1]
21204,1024,[10  6  5  4  8 10  4  3  7  4  3  2  1  3  2  1]
15836,1024,[10  3  2  1  9  5  3  2  8  6  5  3  6  5  3  2]
16464,1024,[10  9  8  6  5  6  7  3  2  3  4  5  1  2  1  3]
12528,512,[9 5 1 2 5 8 2 3 9 7 1 2 1 8 4 1]
3472,256,[5 3 2 1 6 4 6 2 7 8 5 3 3 2 4 1]
15988,1024,[ 9  5  3  2  1  6  7  1  2  8  3  2 10  3  2  1]
16312,1024,[10  4  3  1  8  6  4  3  9  7  3  2  6  4  2  1]
6920,512,[9 4 3 2 1 7 4 1 5 8 5 3 2 4 3 1]
11284,512,[9 3 1 2 8 5 4 1 9 6 5 3 7 5 4 1]
5604,512,[9 3 2 1 7 6 3 2 1 5 4 1 3 6 2 3]
12652,1024,[10  5  3  2  7  6  5  3  8  5  4  2  6  4  2  1]
16560,1024,[10  4  3  2  9  5  4  3  8  7  3  2  7  4  2  1]
12272,1024,[10  3  2  1  8  6  3  2  2  7  4  3  1  6  3  2]
1724,128,[7 6 5 3 4 5 3 1 2 4 6 3 1 3 2 1]
13864,1024,[10  1  3  1  9  5  4  2  1  6  5  3  5  4  3  1]
6728,512,[9 1 6 2 3 8 5 4 2 6 3 2 1 5 2 1]
6240,512,[9 3 2 1 2 6 4 3 8 4 3 2 4 1 2 1]
14216,1024,[10  4  3  1  9  6  4  3  6  3  5  2  1  6  2  1]
16228,1024,[10  5  2  4  1  9  1  3  8  7  5  2  3  2  6  1]
5512,256,[8 5 4 3 6 7 6 2 8 6 2 1 1 5 1 3]
7368,512,[9 1 2 1 5 8 7 6 4 5 6 1 3 2 1 2]
11016,1024,[10  4  2  4  8  1  4  1  1  2  5  2  2  1  3  1]
14804,1024,[10  6  5  4  9  7  4  1  3  6  5  3  2  4  2  1]
4796,256,[8 6 2 3 1 7 5 2 3 4 8 4 1 3 2 1]
12924,512,[9 4 3 1 8 6 4 3 9 7 5 2 8 5 2 1]
16564,1024,[10  5  4  1  9  6  5  3  8  7  4  2  6  4  2  1]
9012,512,[9 2 5 1 1 7 9 2 4 3 4 1 1 2 1 2]
14916,1024,[10  3  2  1  9  7  3  2  7  5  4  3  5  4  3  2]
15412,1024,[10  4  3  1  9  5  4  3  8  6  3  2  4  3  2  1]
5544,512,[9 5 4 3 7 4 3 2 4 5 4 1 6 2 1 2]
7200,512,[9 6 5 4 3 8 4 3 2 7 5 2 1 2 3 1]
13424,1024,[10  6  3  2  7  5  4  3  8  7  6  2  3  6  4  1]
6416,512,[9 1 3 1 3 5 4 2 8 6 1 3 5 4 2 1]
16824,1024,[10  6  2  1  9  7  4  2  8  5  3  1  7  3  1  2]
17128,1024,[10  5  4  1  9  6  5  3  8  7  4  1  7  5  3  2]
6004,512,[9 1 4 1 8 5 3 2 3 4 1 3 1 3 2 1]
12088,1024,[10  7  3  2  3  8  4  1  2  6  5  2  1  4  2  1]
11964,1024,[10  7  5  4  1  5  8  3  2  3  4  2  1  2  3  1]
10616,1024,[ 2  4  2  1  4  5  4  3  5  2  7  4  2 10  5  6]
11288,1024,[10  3  5  2  8  1  3  1  4  2  1  2  2  6  2  1]
15784,1024,[10  5  2  1  9  8  4  3  6  5  3  2  4  6  2  1]
15084,1024,[ 1  3  2  1 10  9  5  2  2  8  4  3  3  4  3  2]
7112,512,[9 4 3 1 1 6 5 4 8 7 3 2 1 3 4 1]
3340,256,[8 3 5 4 5 6 7 3 4 5 3 1 1 2 1 2]
11724,1024,[10  3  2  1  3  5  4  3  8  6  2  1  6  5  3  2]
13544,1024,[10  6  2  1  6  7  3  2  8  6  5  3  7  5  4  1]
5376,256,[8 4 3 1 6 7 6 2 4 8 5 1 1 2 6 2]
14968,1024,[ 7  5  3  2  5  7  4  3 10  1  9  2  5  3  2  1]
6280,512,[9 4 3 2 8 2 4 3 2 5 6 2 1 3 2 1]
15140,1024,[10  4  2  1  5  7  4  3  1  9  6  2  4  7  3  1]
15884,1024,[10  8  6  5  5  6  9  4  4  5  3  2  1  3  2  1]
15920,1024,[10  4  3  2  9  5  4  1  8  7  3  2  5  4  2  1]
12072,512,[9 6 2 1 7 8 4 2 9 7 5 1 6 1 3 2]
16400,1024,[10  4  2  1  9  6  4  3  8  7  3  1  6  5  1  2]
7488,512,[9 1 3 2 7 6 4 1 6 8 5 2 5 4 3 1]
12048,1024,[10  7  4  2  2  6  8  3  5  3  1  2  2  1  2  1]
9680,512,[9 2 5 1 2 5 7 2 6 4 6 3 2 9 3 1]
13532,1024,[10  6  2  1  6  7  4  2  8  6  5  3  7  5  4  2]
23604,2048,[11  4  3  1  8  5  4  2  7  6  3  1  6  5  1  2]
16984,1024,[10  5  2  1  9  6  3  2  8  7  5  1  7  5  3  2]
13896,1024,[10  5  4  2  2  8  6  1  8  7  4  2  2  1  5  1]
12124,1024,[ 1  5  1  2  3  8  3  1  7  6  4  2 10  4  3  1]
6768,512,[9 8 7 4 3 5 4 3 2 3 1 2 1 2 3 1]
15964,1024,[10  2  1  2  8  4  2  1  7  6  3  2  2  9  4  1]
13660,512,[9 5 1 2 7 8 4 1 9 7 5 3 8 6 4 1]
14580,1024,[10  6  5  3  5  7  9  2  2  3  5  3  1  4  3  2]
7144,512,[9 5 3 1 8 7 6 3 2 4 3 2 1 5 2 1]
6432,512,[8 1 2 1 1 4 3 2 9 6 5 3 1 5 4 1]
7616,512,[9 3 2 1 8 5 4 2 7 6 5 3 6 5 4 1]
6440,512,[9 3 2 1 8 4 1 2 6 3 2 1 5 4 5 2]
7564,512,[9 5 3 2 7 8 7 1 2 5 4 3 1 3 2 1]
3384,256,[2 1 2 1 1 4 7 2 3 8 4 3 2 7 2 1]
13204,1024,[10  4  3  2  8  7  4  3  7  6  5  2  6  4  3  1]
12092,1024,[ 8  4  3  2  4  7  5  1  3 10  6  3  1  3  2  1]
14604,1024,[ 1  3  2  1  3  4  5  3  4  5  7  5 10  9  6  4]
5500,512,[9 7 6 4 6 3 1 2 3 2 4 3 2 1 2 1]
15644,1024,[10  3  2  1  1  9  5  2  8  6  4  3  6  4  2  1]
7172,512,[4 2 1 3 7 5 2 1 8 6 3 2 9 5 4 1]
14512,1024,[ 9  5  3  1  7  6 10  3  4  5  4  2  2  1  3  1]
17100,1024,[10  5  2  1  9  8  4  3  8  5  3  2  6  1  2  1]
6496,512,[9 6 5 4 2 4 8 1 3 5 4 3 1 2 3 2]
4864,256,[8 7 8 5 4 6 5 2 2 1 3 1 1 3 1 2]
14284,1024,[10  5  3  2  3  7  9  1  2  6  3  2  1  2  4  1]
14168,1024,[10  1  5  1  2  5  9  3  7  1  5  2  1  2  3  1]
7416,512,[9 8 2 1 4 5 7 6 2 6 3 4 3 4 2 1]
23144,2048,[11  7  4  2  4  8  5  4  5  4  3  2  4  3  2  1]
5728,512,[1 3 1 2 5 6 5 1 6 7 3 2 1 9 4 1]
3400,256,[1 2 1 2 5 3 2 1 7 6 5 4 8 1 6 1]
3948,256,[8 4 3 2 6 5 4 3 7 6 5 2 6 5 4 1]
7688,512,[9 5 6 5 5 6 8 4 4 7 5 2 1 2 3 1]
16052,1024,[10  2  3  1  2  9  4  3  8  7  3  1  6  5  2  3]
12364,512,[9 6 3 2 6 7 5 3 9 8 4 2 7 6 2 1]
10236,1024,[ 1 10  3  2  3  1  2  1  7  6  4  2  2  4  1  3]
12828,1024,[ 7  4  3  2  2  7 10  3  8  5  4  2  3  6  3  1]
2956,256,[8 5 4 2 4 7 3 1 2 5 4 3 1 3 2 1]
6960,512,[9 3 1 2 8 4 3 1 7 6 4 2 3 4 3 1]
15188,1024,[ 2  5  4  2  1  8  5  3  9  4  3  2  2 10  2  1]
5020,256,[8 4 5 3 5 7 8 4 2 6 5 1 1 2 3 2]
7180,512,[9 1 3 2 8 5 4 1 7 6 3 2 5 4 2 1]
8472,512,[9 6 4 1 8 7 5 3 7 6 3 2 6 5 2 1]
14432,1024,[ 9  4  1  2  4  7  3  1 10  6  4  3  5  4  3  2]
4652,256,[8 6 5 4 4 5 4 3 2 6 8 2 1 5 2 1]
12492,1024,[ 6  5  1  4  7  6  2  1  8  5  4  2 10  3  2  1]
6960,512,[9 7 6 4 3 8 4 3 1 4 3 2 2 1 2 1]
7232,512,[9 7 6 4 5 2 8 3 4 5 4 2 1 2 3 1]
6428,512,[9 4 3 1 8 3 5 2 5 6 4 1 4 2 1 2]
27188,2048,[11  4  3  2  9  5  4  3  2  8  6  2  1  7  4  1]
10544,1024,[10  3  5  4  3  6  7  3  4  5  4  2  2  1  3  1]
6960,512,[2 6 4 2 6 9 6 1 2 4 8 5 1 3 2 1]
28604,2048,[11  3  2  1  9  8  4  2  8  4  5  3  7  3  2  1]
21672,2048,[11  1  2  1  7  3  1  3  6  4  3  2  3  6  4  1]
13020,1024,[10  8  7  5  4  7  6  4  2  3  4  5  1  2  3  4]
14276,1024,[10  9  4  1  3  4  1  3  1  7  6  2  2  1  4  1]
16760,1024,[10  3  2  1  7  6  5  3  8  9  3  2  2  7  2  1]
12248,1024,[10  8  2  1  2  7  1  3  6  5  6  2  3  1  3  1]
4064,256,[1 2 1 2 2 3 2 3 7 6 5 4 1 8 7 6]
14660,1024,[10  1  3  2  9  3  5  1  2  7  6  3  6  5  1  2]
27540,2048,[11  2  1  2  9  6  4  3  8  7  5  2  6  5  3  1]
7128,512,[9 3 2 1 1 7 3 2 8 2 5 3 6 5 4 1]
14620,1024,[10  3  2  1  2  9  1  3  7  5  6  2  2  6  3  1]
3508,256,[7 8 6 5 3 6 1 4 4 5 3 2 1 3 2 1]
4864,512,[9 4 3 2 2 5 6 3 5 4 5 2 4 3 2 1]
8124,512,[9 4 3 2 1 7 6 1 7 8 4 3 6 5 3 2]
7432,512,[8 5 4 2 9 6 3 5 5 7 5 4 1 2 4 2]
6608,512,[9 5 4 3 4 6 5 1 3 8 4 3 5 3 2 1]
16024,1024,[10  1  3  1  2  8  4  2  3  9  7  1  2  6  5  2]
16348,1024,[10  3  2  1  9  6  3  2  8  5  1  3  7  6  2  1]
14420,1024,[10  1  7  1  3  9  5  4  5  6  1  2  2  4  2  1]
11300,1024,[10  2  1  2  8  3  2  1  2  6  4  3  1  4  3  2]
