score,max_tile,board_state
7772,512,[9 8 6 3 5 6 7 5 2 3 4 6 1 2 3 1]
2392,256,[1 2 5 1 8 3 6 4 2 5 3 2 1 3 2 1]
2276,128,[5 3 7 1 7 5 3 2 5 4 1 3 6 3 2 1]
3104,256,[8 3 1 2 2 1 4 3 6 4 5 7 4 3 2 1]
13948,1024,[10  5  2  1  8  7  4  3  2  6  5  2  8  4  3  1]
12132,1024,[ 1  3  2  1  2  6  5  3  3  7  3  1 10  8  5  2]
936,64,[6 1 2 1 2 3 5 2 5 6 2 1 1 4 1 2]
16644,1024,[10  7  2  1  2  9  3  2  8  6  1  3  7  4  3  1]
15912,1024,[ 4  5  2  1  8  7  4  2  9  5  1  3 10  3  2  1]
12084,1024,[ 4  3  2  1  2  6  3  2  3  8  7  3 10  1  5  4]
23468,2048,[11  5  2  1  8  7  3  2  1  6  4  1  6  4  3  2]
11504,1024,[ 2 10  4  1  1  8  3  2  2  6  4  3  6  2  1  2]
6132,512,[4 3 2 1 2 4 7 2 7 6 5 3 9 4 3 2]
7116,512,[4 3 2 1 9 4 3 2 6 8 5 3 1 7 4 1]
7512,512,[8 4 3 1 7 5 4 2 9 6 5 3 6 4 3 1]
11600,1024,[10  5  4  2  3  8  5  3  5  6  4  2  4  3  2  1]
5296,512,[9 5 7 5 3 4 5 3 2 3 4 2 1 2 3 1]
7884,512,[9 7 8 6 4 5 7 5 3 4 1 2 2 1 3 1]
5228,512,[9 3 2 1 7 4 5 2 4 5 4 3 1 4 3 2]
6332,256,[8 3 2 1 7 4 3 2 8 7 4 3 7 6 5 1]
8756,512,[9 2 3 1 3 4 5 2 9 6 4 3 5 4 2 1]
12852,1024,[10  1  4  1  7  4  1  2  8  7  4  3  6  5  2  1]
11440,1024,[10  3  2  1  5  4  3  2  8  5  4  1  6  2  1  2]
16632,1024,[10  4  1  2  9  6  2  1  8  7  3  2  6  5  6  1]
4860,256,[8 6 8 6 1 5 6 5 2 3 5 4 1 4 2 1]
11472,1024,[10  5  3  2  5  4  8  5  4  5  3  2  1  4  2  1]
6276,512,[9 4 3 1 3 6 8 3 2 5 3 1 1 2 1 2]
2572,256,[8 5 6 3 1 3 4 5 2 5 1 2 1 2 4 1]
10788,1024,[10  5  3  1  3  7  4  3  2  3  7  2  1  2  3  1]
2188,256,[1 2 4 5 2 4 2 1 3 5 8 2 1 2 3 4]
3180,256,[8 2 7 1 4 3 5 2 5 6 3 1 3 4 1 2]
7164,512,[8 3 2 1 7 5 3 2 1 6 9 3 4 5 4 2]
7336,512,[9 6 4 2 3 4 8 6 4 7 4 2 1 3 2 1]
2908,256,[8 1 3 1 4 2 1 2 5 7 2 4 1 4 5 2]
5572,512,[1 2 4 1 3 5 3 2 1 6 7 5 9 5 4 2]
17088,1024,[10  3  2  1  8  6  3  2  9  7  4  3  7  6  5  1]
5696,256,[8 5 3 1 7 4 6 2 8 7 4 3 5 4 1 2]
11908,1024,[ 1  7  1  2  3  1  8  1 10  6  2  3  1  4  3  2]
14660,1024,[10  4  2  1  6  1  4  2  7  9  1  3  6  5  3  1]
16752,1024,[10  6  3  2  9  7  5  1  1  8  3  2  7  4  2  1]
10428,1024,[10  4  1  2  2  5  4  3  3  4  6  2  1  7  2  1]
2864,256,[2 3 2 1 3 5 3 4 5 8 6 2 6 5 2 1]
7460,512,[9 5 3 2 1 8 6 4 7 5 3 2 1 6 4 1]
6236,512,[3 1 2 1 1 4 1 3 8 6 3 2 9 4 2 1]
13036,1024,[10  5  2  1  1  6  4  3  8  7  5  2  7  5  2  1]
3980,256,[8 7 5 4 4 5 7 1 3 4 6 4 2 1 3 2]
9428,512,[9 8 7 4 3 7 8 3 2 4 6 2 1 2 3 1]
3160,256,[8 3 2 1 2 5 3 5 1 6 7 3 2 4 3 2]
7416,512,[9 4 3 1 1 8 4 3 7 6 5 2 6 4 2 1]
11648,512,[9 3 2 1 8 6 4 3 9 7 2 1 7 4 3 2]
6532,256,[8 2 3 1 7 6 5 2 8 7 4 3 7 6 2 1]
3772,256,[8 3 2 1 2 4 7 2 7 6 1 3 3 5 3 2]
4648,256,[8 3 4 1 3 6 3 2 6 8 1 3 5 6 2 1]
9860,512,[9 5 2 1 7 1 3 2 9 5 2 1 7 3 4 3]
3304,256,[8 1 6 3 4 5 7 5 5 4 3 2 1 3 2 1]
5756,512,[9 5 3 1 3 6 5 3 7 5 1 2 1 6 2 1]
5416,512,[7 4 3 2 2 5 9 6 3 4 5 3 1 2 3 1]
7952,512,[9 4 2 1 8 7 3 2 7 6 5 3 5 4 3 1]
3060,256,[8 3 2 1 6 5 4 2 7 3 2 1 1 4 3 2]
3408,256,[4 3 2 1 5 8 6 2 6 4 7 3 4 1 3 2]
6420,512,[8 9 2 1 1 4 3 2 5 1 6 5 1 4 3 2]
11392,1024,[10  5  3  1  3  8  6  4  2  3  5  3  1  2  1  2]
12024,1024,[ 8  4  1  2  2 10  3  1  7  6  4  3  2  4  2  1]
5140,512,[9 3 2 1 2 4 5 2 5 7 3 1 3 2 4 2]
3088,256,[4 5 4 1 3 8 5 2 5 7 4 3 4 3 2 1]
4984,256,[8 3 2 1 6 4 5 2 8 7 4 3 5 4 3 2]
13084,1024,[10  5  3  2  7  8  4  3  6  7  5  2  5  1  2  1]
3072,256,[2 1 5 4 1 2 4 2 6 8 3 7 1 3 2 1]
4980,512,[2 4 3 2 4 9 2 1 5 6 4 3 3 4 6 4]
7840,512,[9 4 2 1 1 6 4 3 8 7 5 2 7 4 2 1]
21576,2048,[11  1  2  1  7  6  1  3  5  4  3  2  3  2  5  1]
1396,128,[1 3 5 1 3 4 1 2 7 3 5 3 2 1 6 1]
5024,512,[9 7 3 2 3 1 4 3 2 4 5 2 1 2 4 1]
2488,256,[1 2 3 2 2 4 2 1 4 5 4 2 1 8 6 5]
5560,512,[9 5 4 1 6 7 5 3 5 3 1 2 3 4 2 1]
12272,1024,[10  5  4  3  3  8  7  1  2  4  6  3  1  5  2  1]
2460,256,[2 4 2 1 4 5 4 2 1 6 3 5 8 3 2 1]
5580,256,[8 4 2 1 7 5 3 2 8 6 1 3 7 5 2 1]
7628,512,[9 2 3 5 2 4 5 7 8 7 4 2 1 3 2 1]
7376,512,[9 6 3 1 2 7 6 2 5 8 2 1 2 5 1 2]
6548,512,[9 1 6 3 2 8 2 5 3 6 1 2 1 2 3 1]
16164,1024,[10  3  4  1  9  6  5  3  8  7  3  2  4  3  2  1]
5960,512,[9 6 7 6 3 5 6 4 2 4 1 3 1 2 4 2]
2340,256,[8 4 5 2 2 6 3 1 1 4 1 4 2 1 2 1]
3168,256,[1 2 3 1 3 5 4 2 4 8 7 4 6 4 3 2]
2680,128,[7 2 1 2 6 5 4 1 7 6 3 2 6 4 2 1]
6496,512,[9 2 3 1 6 4 5 4 5 8 4 2 2 3 2 1]
4296,256,[4 5 2 1 8 6 4 2 4 5 8 4 3 4 3 2]
4596,256,[8 6 4 1 4 5 8 2 6 4 3 5 4 3 2 1]
14276,1024,[ 9  4  2  1  1  7 10  4  3  6  3  2  2  1  4  1]
16108,1024,[10  4  3  2  9  5  4  1  8  7  3  2  6  3  2  1]
15912,1024,[10  3  2  1  9  4  3  2  8  7  4  1  6  2  1  2]
3224,256,[8 7 5 3 2 5 6 4 1 3 4 3 2 4 2 1]
11240,1024,[10  1  4  1  3  5  8  4  2  1  5  2  1  4  3  1]
8368,512,[9 3 2 1 7 4 3 2 8 7 5 3 7 5 4 1]
4588,512,[1 4 3 2 3 2 4 5 6 4 3 2 1 2 9 1]
6560,512,[9 8 5 2 3 5 6 4 2 4 5 3 1 2 1 2]
5144,512,[1 3 5 1 2 4 9 2 3 1 7 4 1 4 3 5]
16220,1024,[10  5  3  1  9  6  5  2  8  5  4  3  7  3  2  1]
12828,1024,[10  3  2  1  4  7  4  3  7  8  6  2  4  5  2  1]
12076,512,[9 3 2 1 8 6 4 2 9 7 5 3 7 6 2 1]
4584,256,[8 5 2 1 7 2 1 2 8 5 3 1 4 3 4 2]
6732,512,[9 6 4 1 4 8 6 4 3 5 4 3 1 3 2 1]
6752,512,[9 3 4 1 6 8 6 2 5 4 3 4 4 3 2 1]
15428,1024,[10  3  2  1  7  4  3  2  9  7  4  3  7  4  3  1]
7452,512,[9 3 2 1 6 5 3 2 8 7 4 3 6 5 3 2]
12772,1024,[10  8  7  3  4  7  6  1  3  4  3  4  1  3  2  1]
5556,512,[9 1 3 2 1 4 7 6 5 6 3 2 1 3 2 1]
7384,512,[9 4 3 1 6 7 4 2 8 5 3 1 6 4 1 2]
7736,512,[9 3 2 1 1 6 1 3 8 7 4 2 7 5 2 1]
5540,256,[8 7 5 4 3 5 8 5 4 7 4 2 1 2 3 1]
4380,512,[9 1 3 1 3 4 5 4 4 2 4 2 2 3 2 1]
14964,1024,[10  4  3  1  1  6  7  2  9  4  2  3  7  3  1  2]
17208,1024,[10  9  8  7  5  7  6  5  2  6  4  3  1  2  1  4]
5340,512,[9 3 4 1 3 6 3 2 5 7 4 1 4 2 1 2]
4200,256,[8 3 2 1 2 7 3 7 7 5 4 2 3 1 3 1]
6252,512,[1 3 2 1 2 5 8 2 3 6 4 1 9 2 1 2]
2084,128,[7 5 3 2 1 2 6 4 7 4 1 3 2 1 4 1]
1704,128,[1 3 2 1 2 4 3 2 3 6 1 3 5 7 6 5]
25368,1024,[10  4  2  1  8  6  5  3 10  7  4  2  9  6  3  1]
7280,512,[8 5 3 1 3 6 5 3 9 7 4 2 5 3 2 1]
7376,512,[9 5 2 1 3 8 6 2 4 6 4 3 2 7 3 2]
3608,256,[8 5 1 2 3 6 4 3 6 7 5 2 3 5 4 1]
7552,512,[9 3 4 1 8 6 5 2 6 7 4 3 5 4 3 1]
1492,128,[2 1 2 1 3 7 4 5 1 6 2 1 5 2 1 5]
3944,256,[8 6 7 4 7 3 5 3 2 5 2 4 1 2 3 1]
7456,512,[8 6 4 2 5 9 7 6 2 3 5 4 1 2 3 1]
7060,512,[9 1 7 2 1 2 8 5 4 6 4 2 1 2 3 1]
12292,1024,[ 4  5  3  1  6  7  8  4  4  1  5  2 10  3  2  1]
3676,256,[8 4 6 5 5 6 7 3 2 4 5 4 1 3 4 1]
3420,256,[8 4 2 1 2 6 4 2 6 7 1 4 5 4 3 1]
23564,2048,[ 6  3  1  2  2 11  6  1  8  7  4  3  2  6  3  2]
9944,1024,[ 4  1  2  1  1  6  3  2  6  5  2  1 10  3  1  4]
14492,1024,[ 4  5  2  1  7  6  1  2  9  5  2  3 10  4  3  1]
2904,256,[7 3 2 1 5 2 5 2 8 4 3 1 4 3 2 3]
3820,256,[8 7 4 1 4 6 7 3 2 5 4 2 1 3 2 1]
7400,512,[9 7 6 5 3 6 8 4 2 3 4 3 1 2 3 1]
2116,128,[7 4 3 1 2 6 7 3 3 5 3 4 1 2 4 2]
7352,512,[9 5 3 1 1 6 4 3 7 8 3 2 6 3 2 1]
3064,256,[2 1 3 1 4 2 5 2 3 7 6 3 2 8 2 1]
3244,256,[2 3 2 1 4 7 4 3 3 1 6 5 8 5 4 2]
4024,256,[7 5 4 2 4 6 5 4 3 7 8 3 1 2 4 2]
7484,512,[9 7 6 1 3 6 5 3 2 5 4 2 8 3 2 1]
6416,512,[4 3 2 1 8 9 3 2 1 6 1 5 2 5 3 1]
1648,128,[6 3 2 1 4 7 6 4 3 4 5 2 2 1 2 1]
7860,512,[9 7 1 2 8 6 2 1 7 5 4 2 5 3 2 1]
11280,1024,[10  7  5  3  4  5  3  7  3  4  6  2  1  3  4  1]
10592,1024,[10  6  7  5  2  3  6  3  1  2  3  2  2  1  2  3]
3348,256,[8 3 6 5 3 6 7 3 2 3 4 1 1 2 1 3]
6680,512,[9 3 4 1 8 5 3 2 5 6 5 3 1 5 3 1]
13704,1024,[10  1  3  2  9  5  4  3  5  6  3  2  1  3  2  1]
6664,512,[1 6 2 1 6 4 3 2 8 5 4 3 9 4 3 2]
1500,128,[4 2 3 1 2 4 7 3 3 5 3 5 4 6 2 1]
9212,512,[6 8 2 1 7 6 4 2 8 1 5 4 9 5 3 2]
1364,128,[7 3 1 2 6 4 2 3 4 5 4 2 1 3 2 1]
11016,1024,[10  3  8  4  4  2  1  2  2  3  5  1  1  2  1  2]
14212,1024,[10  2  1  4  2  3  2  1  7  4  6  3  9  3  2  1]
16268,1024,[10  3  2  1  9  5  3  2  8  7  5  3  6  5  4  1]
12396,1024,[10  3  1  2  1  6  7  4  6  5  8  3  3  2  3  2]
7168,512,[9 2 3 2 3 8 7 5 6 5 1 2 2 4 2 1]
5644,512,[1 5 6 3 2 7 4 6 4 9 2 1 1 2 3 2]
13648,1024,[10  3  1  2  4  6  5  9  2  5  3  2  1  3  2  1]
6648,512,[2 1 2 1 4 3 4 2 9 8 7 3 2 1 2 1]
7412,512,[9 5 1 2 2 8 5 1 7 6 4 2 6 4 3 1]
2468,256,[6 5 2 4 3 4 8 3 2 1 2 5 1 2 1 2]
6544,512,[9 1 5 3 6 3 4 2 2 5 8 5 1 2 3 1]
5516,512,[5 4 2 1 4 6 3 2 7 5 4 3 9 4 2 1]
11544,1024,[10  5  1  2  2  6  4  3  5  8  1  2  2  5  3  1]
2716,128,[7 4 2 1 1 6 7 2 6 4 5 4 4 1 6 2]
7292,512,[9 4 2 1 8 5 4 2 7 6 5 3 5 4 3 2]
7364,512,[9 4 3 2 5 6 4 3 8 7 5 2 5 1 4 1]
3820,256,[1 7 2 1 2 6 3 2 1 7 5 3 8 5 3 1]
2544,128,[7 5 7 4 1 3 1 3 3 7 5 2 2 1 2 1]
5052,256,[8 3 1 2 2 6 5 1 8 7 3 2 6 4 2 1]
3048,128,[7 5 3 1 5 7 5 2 7 6 1 3 5 3 2 1]
7320,512,[9 2 3 2 4 6 4 1 3 8 5 3 6 7 1 2]
13736,1024,[ 9  2  5  2  1  4 10  3  2  6  4  1  1  2  3  5]
8504,512,[1 9 2 1 2 8 6 3 4 6 5 4 8 5 4 3]
7740,512,[8 5 3 2 1 9 4 3 7 5 7 2 5 4 2 1]
5440,512,[9 3 2 1 2 6 5 2 3 5 4 1 7 4 2 3]
5436,512,[9 6 5 1 1 4 1 7 3 5 4 3 1 2 3 1]
7832,512,[9 7 4 3 3 6 8 7 2 4 5 2 1 3 2 1]
9872,1024,[10  6  5  3  5  4  3  1  2  3  4  5  1  2  3  1]
4748,512,[9 2 5 1 3 5 3 2 4 6 4 3 2 4 2 1]
9064,512,[9 3 1 2 7 8 2 1 8 6 4 2 6 5 3 1]
7560,512,[9 7 8 6 1 5 6 5 5 3 4 2 1 2 3 1]
10428,1024,[10  2  3  1  1  3  1  5  7  4  6  2  3  5  2  1]
6900,512,[6 5 2 1 5 6 4 2 8 5 3 1 9 4 2 4]
4164,256,[1 5 2 3 2 8 4 1 5 4 6 3 8 3 1 2]
11428,1024,[10  8  5  1  2  3  6  4  4  5  2  1  1  2  3  2]
7008,512,[9 4 2 1 1 5 4 3 7 8 5 2 5 3 2 1]
3072,256,[1 3 1 2 8 2 5 6 4 7 4 1 1 3 1 2]
1912,128,[7 2 3 1 5 3 5 2 4 7 4 3 2 3 1 2]
4256,256,[7 4 2 1 8 5 3 2 7 6 4 3 6 5 3 2]
3216,256,[1 8 5 3 4 5 7 4 3 4 6 3 2 3 2 1]
7148,512,[8 5 3 1 7 6 9 2 3 5 3 4 2 3 2 1]
2884,256,[8 4 3 2 4 5 2 3 2 7 3 2 1 5 2 1]
7252,512,[8 3 2 1 6 4 3 2 4 9 5 3 2 5 4 7]
6048,512,[4 7 5 1 1 9 2 3 7 3 6 2 4 1 2 3]
2100,256,[2 1 5 1 1 2 3 2 4 1 5 3 8 3 2 1]
3188,256,[8 5 4 1 3 7 6 3 2 5 2 1 1 2 4 2]
7688,512,[9 4 6 1 1 7 5 2 6 8 2 1 4 6 1 2]
7148,512,[9 3 1 2 7 8 3 4 5 4 6 2 4 3 2 1]
5504,512,[9 3 2 1 5 4 3 2 6 7 5 3 4 3 4 1]
1756,128,[7 3 2 1 6 5 4 3 5 1 3 2 4 6 2 1]
3544,256,[8 4 2 1 3 6 5 3 6 7 4 2 4 5 2 1]
3116,256,[8 5 3 2 5 4 7 5 2 3 5 4 1 2 3 1]
7004,512,[9 8 7 4 6 4 1 3 2 3 4 2 1 2 3 1]
3248,256,[8 6 2 1 4 7 3 5 3 5 4 2 1 4 3 1]
4776,512,[9 4 3 1 5 6 4 2 4 3 5 1 3 1 3 2]
7244,512,[9 8 7 5 3 4 6 4 2 5 4 2 1 2 3 1]
8672,512,[8 4 2 1 1 8 5 3 9 5 4 2 7 2 3 1]
1544,128,[7 2 5 2 3 5 6 5 2 4 2 4 1 2 1 2]
5440,512,[9 5 3 2 3 4 7 3 2 6 4 2 1 2 5 1]
11500,512,[9 5 4 1 8 7 5 2 9 6 4 3 6 3 2 1]
5072,256,[8 4 3 1 7 5 4 3 8 6 5 2 5 4 2 1]
3236,256,[8 3 4 2 2 7 5 6 5 4 3 2 4 3 2 1]
3076,256,[8 4 3 1 1 5 7 4 6 2 1 2 4 1 2 1]
4540,256,[8 4 2 1 4 6 3 2 6 8 4 3 5 3 5 1]
6400,512,[9 3 2 1 2 8 1 3 6 5 3 2 1 4 5 1]
10836,1024,[10  6  3  1  6  7  5  2  5  4  3  4  4  3  2  1]
3496,256,[8 3 2 1 4 7 3 2 7 5 4 1 4 2 1 2]
4032,256,[8 3 6 1 5 7 5 2 4 5 4 7 3 2 1 3]
12624,1024,[10  5  4  1  1  6  5  3  8  7  4  2  6  5  2  1]
5436,512,[9 7 6 5 3 4 5 2 2 3 4 3 1 2 1 2]
14388,1024,[10  6  2  1  7  9  1  3  5  4  5  2  1  3  2  1]
14344,1024,[ 5  3  2  1  7  1  3  2  9  6  1  3 10  4  2  1]
5508,512,[9 3 2 1 7 4 3 2 6 5 4 1 5 4 3 2]
16224,1024,[10  4  2  1  9  5  3  2  8  6  4  3  7  5  2  1]
12764,1024,[10  3  2  1  1  7  4  3  8  5  1  2  1  7  6  1]
2908,256,[8 4 6 1 4 6 2 4 3 4 6 3 1 2 3 2]
4476,256,[8 5 4 2 1 6 8 3 6 5 4 2 1 2 3 1]
6884,512,[9 1 4 1 5 4 3 2 8 7 4 3 5 3 2 1]
5488,512,[9 4 2 1 2 6 5 2 4 7 4 3 2 5 3 2]
2496,256,[2 1 3 1 3 4 5 2 5 6 4 3 8 3 2 4]
3248,256,[8 4 5 1 3 1 7 5 2 6 5 2 1 2 3 1]
3476,256,[8 5 6 3 4 7 5 1 3 6 3 2 1 4 2 1]
5584,512,[9 7 5 3 4 5 6 5 3 4 2 1 1 2 3 2]
3432,256,[8 7 4 2 3 5 6 4 2 6 4 2 1 2 3 1]
12332,1024,[10  3  1  2  6  5  2  3  8  4  3  1  7  6  1  2]
10456,1024,[10  2  7  5  3  5  6  3  2  3  4  2  1  2  3  1]
8148,512,[8 5 3 1 1 2 9 2 8 6 4 3 2 5 3 1]
11892,1024,[10  4  2  1  7  1  5  2  5  8  4  3  4  3  2  1]
3572,256,[3 2 1 2 2 3 7 5 7 8 2 3 2 5 4 1]
7456,512,[9 8 6 1 5 6 7 4 3 5 4 2 2 1 3 1]
16400,1024,[ 6  2  1  2  8  5  6  1  9  7  4  3 10  5  2  1]
3404,256,[8 3 1 6 1 7 4 3 6 4 5 2 4 3 2 1]
5956,512,[9 5 3 1 4 6 5 2 6 7 4 3 5 4 3 2]
5248,512,[9 4 6 3 4 1 3 6 2 6 5 4 1 2 3 1]
8580,512,[9 4 2 1 7 5 3 2 8 7 4 3 7 6 2 1]
1236,128,[2 3 2 1 3 4 1 2 1 6 4 1 2 3 7 4]
7288,512,[9 5 4 1 7 8 5 3 6 4 3 2 4 3 2 1]
1036,64,[3 1 3 1 4 5 6 2 5 1 4 3 6 4 3 1]
6724,512,[9 4 3 2 2 6 5 1 3 8 4 2 6 5 2 1]
5624,512,[9 4 3 2 5 7 2 3 6 3 6 2 2 1 4 1]
6084,512,[1 3 2 1 2 4 3 2 8 5 4 1 9 3 2 4]
2204,128,[7 3 2 1 4 5 3 2 7 6 1 3 5 4 3 1]
5888,512,[9 4 2 1 3 6 5 2 6 7 6 3 1 3 2 1]
3264,256,[1 8 2 1 7 4 3 2 6 5 4 3 5 4 3 1]
16328,1024,[10  2  3  1  2  9  4  2  1  8  7  3  7  4  3  1]
4944,256,[8 7 5 3 3 4 8 6 2 3 5 4 1 2 3 1]
3444,256,[8 4 3 1 4 6 5 2 6 7 4 1 1 4 1 2]
6624,512,[2 1 3 1 6 4 8 2 3 9 6 3 1 5 3 4]
12996,1024,[10  3  2  1  7  5  3  2  8  6  5  3  7  5  4  1]
2880,256,[8 6 5 3 4 5 2 6 3 4 5 3 1 3 1 2]
7300,512,[9 1 2 1 7 4 5 3 6 5 8 2 5 4 3 1]
10776,1024,[10  7  6  5  4  6  1  4  3  5  3  1  2  1  2  4]
11968,1024,[10  8  5  3  5  7  4  2  3  5  2  1  2  1  3  2]
6428,512,[9 5 4 3 3 4 6 8 2 3 5 3 1 2 3 2]
10788,1024,[ 1  5  2  1  2  6  3  2  6  7  4  3 10  4  5  1]
12028,1024,[10  3  4  1  1  7  2  3  8  6  1  2  5  3  2  1]
11512,1024,[ 1  3  2  1  2  5  4  2  4  6  8  3 10  4  5  1]
3476,256,[7 5 2 1 2 4 3 2 4 7 8 3 3 2 3 1]
7356,512,[9 5 3 2 1 8 6 3 6 7 4 2 3 4 2 1]
1488,128,[1 4 3 1 4 7 6 2 3 1 3 1 1 2 6 2]
8388,512,[9 4 2 1 2 8 1 3 7 2 4 2 3 8 2 1]
13068,1024,[10  6  2  1  6  7  3  2  8  6  5  1  6  5  4  3]
5552,512,[9 6 4 1 4 5 7 4 3 4 5 3 1 3 2 1]
10576,1024,[10  4  1  3  6  7  6  1  4  3  4  2  2  4  3  1]
16244,1024,[ 5  3  2  1  8  7  4  2  9  6  5  3 10  2  3  2]
3624,256,[8 1 2 1 3 4 1 4 7 5 3 2 1 7 5 1]
10492,1024,[ 2  1  3  2  3  5  4  5  1  7 10  4  2  1  6  3]
17024,1024,[10  5  2  1  9  6  4  3  8  7  5  2  7  5  2  1]
7824,512,[9 3 2 1 3 6 3 4 1 8 7 2 7 5 3 1]
1160,128,[4 1 2 1 1 2 3 2 7 3 1 3 1 6 3 1]
12184,1024,[10  5  4  2  4  8  7  4  6  4  2  3  4  3  1  2]
16048,1024,[10  1  2  1  9  6  5  3  8  1  4  2  7  3  2  1]
10528,1024,[ 1  6  2  1  7  2  4  2  1  6  3  4 10  5  2  1]
12420,1024,[10  5  2  1  8  6  5  2  5  7  4  3  3  5  3  2]
3048,256,[8 5 3 1 3 7 1 4 5 4 3 2 4 5 2 1]
5780,512,[1 3 2 1 2 5 4 2 6 7 6 4 9 5 4 1]
1572,128,[7 4 2 1 2 6 4 2 4 1 6 3 2 4 2 1]
7276,512,[9 3 2 4 8 4 1 3 7 6 3 2 6 2 4 1]
15620,1024,[ 6  5  4  2  7  6  5  1  9  7  4  3 10  4  3  1]
16652,1024,[10  5  4  1  8  6  5  2  9  7  4  3  6  5  2  1]
12460,512,[9 4 3 2 8 5 4 3 9 7 3 2 8 3 2 1]
4332,256,[8 4 3 1 5 2 5 2 8 5 4 3 6 4 2 1]
5440,512,[1 4 2 1 2 5 4 3 9 7 5 1 1 2 6 4]
9804,1024,[10  5  4  2  2  1  5  1  5  6  4  2  1  2  3  1]
5180,512,[9 1 4 1 4 7 5 4 3 5 4 3 1 2 1 2]
2912,256,[6 5 4 1 4 8 6 5 3 5 4 3 2 1 2 1]
11652,1024,[10  5  4  2  3  4  8  6  2  3  6  2  1  2  3  1]
3836,256,[8 4 3 1 2 7 6 2 7 5 4 1 4 3 1 2]
9316,512,[9 6 9 6 3 4 6 5 4 5 4 2 2 3 2 1]
4748,512,[9 1 2 1 1 5 4 3 5 6 3 2 1 2 5 1]
7168,512,[9 8 7 5 2 4 6 3 3 5 3 2 2 1 2 1]
10952,512,[9 5 2 1 8 7 3 2 9 5 4 3 5 2 3 1]
8132,512,[9 4 3 1 7 6 4 2 8 7 5 3 6 4 3 2]
8172,512,[9 6 3 1 8 7 4 3 7 6 5 2 1 5 3 1]
12848,1024,[10  5  3  2  8  6  2  3  6  7  5  2  5  6  2  1]
