score,max_tile,board_state
3268,256,[7 4 3 2 5 6 8 5 3 5 3 1 1 2 1 2]
16972,1024,[10  1  8  5  5  9  5  3  4  8  4  2  1  2  3  1]
7536,512,[9 5 2 1 8 6 5 3 6 7 3 2 5 3 2 1]
26176,2048,[11  4  3  8  3  1  4  2  2  5  9  3  1  3  2  1]
15540,1024,[ 1  3  1  2  4  8  5  3  9 10  6  4  2  5  4  2]
5544,512,[9 6 3 2 2 7 4 1 1 6 3 2 2 4 2 1]
13052,1024,[ 7  4  2  1  4  7  4  2  8  6  5  3 10  5  4  1]
16144,1024,[10  3  1  2  7  5  2  3  9  6  3  1  8  5  4  3]
10448,1024,[10  1  6  1  1  4  7  5  3  5  2  3  1  2  3  2]
23776,2048,[11  6  4  1  5  7  5  3  6  8  3  2  5  4  2  1]
10568,1024,[10  6  4  2  5  7  3  5  3  2  4  2  2  5  2  1]
12432,1024,[10  1  2  1  8  5  1  3  7  6  4  1  6  5  3  2]
7212,512,[9 8 7 4 4 5 6 5 1 2 4 3 2 1 2 1]
3064,256,[1 2 1 4 3 4 2 1 5 3 1 2 8 7 6 4]
3064,256,[2 1 3 1 1 2 4 2 2 3 5 4 8 7 6 1]
7252,512,[9 6 7 4 3 5 8 5 2 3 5 1 1 2 1 2]
11496,1024,[10  3  2  1  1  4  6  2  5  8  4  1  1  2  5  3]
26904,2048,[11  4  3  1  9  7  4  2  7  6  5  3  2  7  3  2]
12380,1024,[10  6  7  6  4  1  8  4  1  3  5  3  2  1  2  1]
12892,1024,[10  5  3  1  7  6  2  4  2  8  5  1  1  7  4  2]
12872,1024,[ 1  7  2  4  2  4  7  1  3 10  5  2  4  8  6  4]
10232,1024,[10  1  3  1  7  6  4  3  3  1  3  2  2  4  2  1]
7276,512,[1 2 3 1 2 4 5 2 3 5 7 6 9 8 5 4]
5144,512,[9 4 2 1 5 1 4 3 4 3 7 2 1 5 3 1]
7208,512,[9 1 2 1 3 5 3 2 5 7 8 3 3 6 5 1]
3300,256,[8 6 7 3 3 5 3 5 2 4 5 3 1 3 2 1]
8452,512,[8 3 2 1 4 7 4 3 8 9 3 1 4 3 1 2]
25844,2048,[11  3  4  2  1  9  5  3  7  6  3  2  6  5  2  1]
12396,1024,[10  4  3  2  8  5  6  1  2  3  7  4  1  6  2  1]
16612,1024,[10  3  1  2  9  6  2  1  8  7  3  2  7  3  2  1]
17276,1024,[ 6  4  3  1  8  6  4  3  9  8  3  2 10  3  2  1]
4256,256,[8 1 5 3 2 5 8 5 3 6 3 2 1 2 4 1]
16404,1024,[ 6  5  2  1  8  7  5  3  9  6  3  2 10  3  2  1]
18012,1024,[10  4  3  1  8  6  4  2  9  7  5  3  8  5  3  2]
6536,512,[9 6 3 2 5 8 5 3 2 5 4 2 1 2 3 1]
16592,1024,[10  4  2  1  8  1  4  2  9  7  5  4  7  2  3  1]
12772,1024,[10  7  2  1  5  8  7  3  2  3  6  2  1  2  3  1]
11528,1024,[10  4  3  2  4  8  6  5  2  4  5  2  1  3  2  1]
3532,256,[8 3 1 4 1 4 2 1 7 3 7 2 1 5 3 1]
7480,512,[9 4 3 1 8 5 4 2 7 6 3 1 6 5 1 2]
32892,2048,[11  5  4  3 10  7  5  1  7  8  4  3  4  3  2  1]
15168,1024,[10  4  3  2  3  6  9  1  2  4  8  2  1  3  2  1]
10044,512,[9 3 2 1 6 5 3 2 7 9 6 3 6 5 4 1]
27380,2048,[11  7  3  1  1  6  9  2  6  4  3  8  4  3  2  1]
4176,256,[6 3 2 1 7 5 4 3 8 6 5 2 1 7 2 1]
12476,1024,[10  3  2  1  2  8  4  2  7  6  5  1  6  5  4  3]
16200,1024,[10  4  2  1  1  6  3  2  8  9  5  3  7  5  4  1]
27548,2048,[11  6  4  3  9  7  5  2  8  6  4  1  1  4  1  2]
11984,1024,[ 4  2  3  1  1  7  4  2  8  6  2  1 10  4  1  4]
7232,512,[9 5 3 2 7 6 5 1 5 8 4 2 1 3 2 1]
16348,1024,[10  3  1  3  9  6  2  1  8  7  3  2  6  5  4  1]
7244,512,[9 8 7 5 4 5 6 4 2 1 4 2 1 2 3 1]
7644,512,[9 7 8 6 4 5 6 5 3 4 5 4 1 2 3 1]
27280,2048,[11  4  2  1  9  6  4  2  8  7  5  1  5  4  3  2]
13748,1024,[10  6  5  3  2  4  9  4  3  5  3  2  2  4  2  1]
16872,1024,[10  4  1  3  9  6  2  1  8  7  5  2  7  5  3  1]
23496,2048,[11  7  5  2  5  6  8  1  4  5  4  2  3  4  2  1]
11000,1024,[10  6  3  4  6  7  6  3  2  5  4  2  1  2  3  1]
5732,512,[1 2 3 1 2 3 4 2 3 6 5 3 9 7 6 5]
25748,2048,[11  5  2  1  9  6  3  2  7  3  4  1  6  4  3  2]
29788,2048,[ 1  4  2  1  2  5  4  2 10  6  3  1 11  5  4  3]
12428,1024,[10  5  3  1  1  6  4  2  7  8  3  1  6  5  1  2]
16032,1024,[10  4  2  1  1  9  3  2  8  7  4  3  1  6  5  1]
13564,1024,[10  1  4  2  6  9  2  1  5  4  1  3  2  1  2  1]
12540,1024,[10  4  5  1  1  5  8  4  7  6  3  2  6  3  2  1]
12300,1024,[10  3  2  1  8  5  3  2  7  6  5  1  5  4  1  3]
7128,512,[9 7 6 4 4 8 4 3 2 4 5 2 1 2 1 3]
10296,1024,[ 4  3  1  2  1  4  6  4  3  7  4  1 10  3  1  3]
11416,512,[9 6 3 1 8 7 4 2 9 6 3 1 5 4 1 2]
11600,1024,[10  5  3  1  6  8  5  2  5  4  3  4  4  2  1  2]
12112,1024,[ 4  2  5  4  3  7 10  6  1  8  4  2  2  1  2  1]
15840,1024,[10  5  1  2  1  9  3  1  8  7  4  2  3  4  3  1]
3620,256,[1 7 1 2 2 5 4 1 1 2 7 2 8 5 4 3]
29276,2048,[11  4  3  2  8  7  4  3  9  5  3  2  8  7  2  1]
23368,2048,[11  7  5  3  4  8  6  4  3  4  5  3  2  1  2  1]
15424,1024,[10  8  2  5  3  9  6  4  2  4  5  2  1  3  2  1]
11232,512,[9 8 9 7 3 5 6 5 2 3 5 3 1 2 1 2]
3064,256,[1 4 5 1 3 6 4 3 7 8 3 2 2 3 2 1]
16812,1024,[10  3  2  1  9  4  1  2  8  7  4  1  7  6  5  2]
27988,2048,[11  3  4  1  9  6  5  2  8  7  4  3  7  5  2  1]
14780,1024,[10  5  1  2  2  6  5  1  7  9  4  2  6  5  2  1]
57464,4096,[12  3  2  1 10  6  3  2  8  7  5  3  7  6  4  1]
5712,256,[8 5 4 1 3 6 5 3 8 7 4 2 7 4 2 1]
18060,1024,[10  6  1  2  8  7  5  3  9  6  4  2  8  4  2  1]
7560,512,[9 5 2 1 1 7 5 2 6 8 6 3 4 3 5 1]
16448,1024,[10  1  2  1  9  7  4  2  8  5  1  3  7  3  2  1]
33896,2048,[11  3  2  1 10  8  1  2  8  6  2  1  7  5  4  3]
10516,1024,[10  2  1  2  7  4  3  1  6  5  4  2  5  4  3  1]
16432,1024,[10  5  4  3  9  6  3  2  8  7  2  1  6  5  1  2]
5428,512,[9 1 3 4 5 6 2 1 2 7 4 2 1 3 5 1]
11516,1024,[ 2  1  3  2  1  3  5  3  3  5  8  5 10  6  2  3]
13744,1024,[10  4  2  1  4  9  3  2  3  5  6  5  1  4  3  2]
2392,128,[7 5 3 5 5 6 7 1 2 4 5 2 1 2 3 1]
24264,1024,[10  4  3  2  9  5  4  3 10  7  5  2  7  6  2  1]
12424,1024,[10  6  4  1  4  8  5  3  3  7  2  1  2  6  3  2]
16804,1024,[10  5  3  2  1  8  7  1  9  6  4  3  1  7  1  2]
1408,128,[2 1 2 4 1 3 4 3 4 7 3 4 6 5 2 1]
15192,1024,[ 7  5  4  1  3  7  5  3  9  6  3  2 10  3  2  1]
15104,1024,[ 1 10  4  3  9  8  3  2  5  4  5  1  2  1  3  2]
17048,1024,[10  4  3  1  9  6  1  3  8  7  3  1  7  6  4  2]
10300,1024,[10  4  2  1  3  1  4  2  7  6  1  3  3  4  3  2]
6576,512,[1 4 1 2 6 5 4 1 1 8 6 2 2 9 2 1]
23320,2048,[11  4  2  1  1  8  3  2  7  6  5  3  1  5  4  2]
32648,2048,[11  3  4  1 10  6  5  2  8  7  4  3  6  5  2  1]
2748,256,[1 3 2 1 8 2 4 3 7 4 1 2 2 5 3 1]
6804,512,[9 8 2 1 2 7 5 3 1 2 4 2 2 5 2 1]
38064,2048,[11  5  4  1  9  6  5  3 10  8  3  2  8  7  2  1]
22676,2048,[11  5  6  5  3  4  8  3  1  3  5  2  2  1  4  1]
9584,512,[8 6 4 3 1 7 5 2 8 9 4 1 7 4 3 2]
16136,1024,[10  5  2  1  9  7  3  2  8  5  4  3  6  1  2  1]
14204,1024,[10  1  2  1  1  3  4  2  7  9  1  3  1  6  4  1]
15560,1024,[10  5  2  1  9  6  3  2  8  5  4  1  5  2  1  2]
5528,512,[9 3 2 1 5 7 3 2 2 6 5 3 1 5 4 1]
27268,2048,[11  4  1  2  9  5  2  3  8  6  3  1  7  5  4  3]
7480,512,[9 3 2 1 8 5 3 2 7 6 4 1 6 5 3 2]
14444,1024,[10  4  3  2  9  5  2  1  7  6  1  2  5  3  2  1]
15976,1024,[10  1  2  1  9  5  3  4  1  8  7  2  2  6  3  1]
5780,512,[9 6 4 2 5 4 7 6 4 5 4 2 1 2 3 1]
15276,1024,[10  1  3  1  4  8  9  6  3  5  1  2  2  1  2  1]
12228,1024,[10  3  2  1  7  5  3  2  8  6  4  1  5  4  3  2]
5256,256,[8 6 5 4 2 7 4 3 8 5 3 2 2 6 2 1]
7128,512,[1 2 3 2 4 5 4 1 3 4 8 7 9 1 6 4]
7340,512,[1 2 3 4 2 4 5 2 4 5 7 4 9 8 6 5]
22800,2048,[ 5  1  3  2  1  3  8  1  2  1  3  2 11  7  1  4]
22332,2048,[ 4  3  2  1  1  6  4  2  3  2  8  4 11  1  2  1]
9532,512,[9 5 1 2 2 6 4 1 9 7 3 2 2 6 2 1]
15448,1024,[10  7  6  3  3  9  5  1  2  7  6  2  1  2  5  1]
3156,256,[8 4 3 5 4 7 5 4 2 3 4 5 1 2 3 4]
24108,2048,[11  4  2  1  1  8  3  2  8  6  5  3  4  3  2  1]
25176,2048,[ 1  2  3  1  2  3  4  2  3  5  1  3 11  9  7  4]
12264,1024,[ 3  1  2  1  2  4  1  5  3  5  6  2 10  7  8  5]
18320,1024,[10  2  1  2  2  9  3  1  9  6  5  2  7  4  3  1]
15408,1024,[10  4  2  1  7  6  4  3  9  7  5  2  1  6  4  1]
28068,2048,[11  5  3  1  9  6  4  2  8  7  2  1  7  6  1  3]
7564,512,[6 5 4 1 7 6 5 3 1 8 4 2 9 4 3 1]
6520,512,[9 6 5 2 1 5 8 1 2 3 5 3 1 4 2 1]
7556,512,[9 7 5 1 5 8 6 5 2 3 4 6 1 2 3 1]
5704,256,[8 3 2 1 6 1 4 2 8 7 3 1 7 6 4 2]
14948,1024,[ 1  2  3  1  4  5  4  3  5  7  6  5 10  9  1  6]
11228,1024,[10  5  6  4  6  7  4  3  2  5  6  5  1  2  3  1]
16592,1024,[10  9  8  7  3  5  7  5  2  3  4  1  1  2  1  3]
3508,256,[1 2 3 1 3 4 6 4 4 5 7 2 8 6 5 3]
27936,2048,[ 7  4  3  2  8  7  4  1  9  6  3  2 11  5  2  1]
8208,512,[8 6 5 1 6 7 4 3 7 9 3 2 2 5 2 1]
11048,512,[9 1 3 1 1 8 4 2 7 6 5 3 1 9 4 1]
16176,1024,[10  4  3  1  9  7  5  2  8  6  4  3  1  5  1  2]
3120,256,[8 3 2 1 1 4 5 3 6 7 4 2 4 3 2 1]
3128,256,[1 2 3 1 2 3 5 4 4 1 4 2 8 6 7 3]
10700,1024,[10  5  4  3  2  6  5  2  5  7  4  1  1  3  5  2]
25796,2048,[11  4  3  2  1  6  4  3  5  7  6  2  4  9  3  1]
16384,1024,[10  6  5  2  2  7  4  3  6  9  3  2  2  8  2  1]
5284,512,[9 4 3 1 7 5 4 2 5 1 5 3 2 4 2 1]
5288,512,[1 4 3 1 2 3 1 7 9 5 6 1 2 4 3 2]
7384,512,[9 4 2 1 3 5 4 2 5 7 8 3 3 6 5 4]
7476,512,[9 5 4 2 1 8 5 1 7 6 4 2 6 3 2 1]
15896,1024,[ 5  3  2  1  8  4  5  2  9  7  3  1 10  4  2  3]
7104,512,[8 7 6 4 4 5 9 2 2 3 4 3 1 2 1 2]
25960,2048,[11  4  2  1  9  5  3  2  7  6  5  3  6  5  4  1]
11960,1024,[10  5  4  2  4  8  7  4  3  5  4  2  1  2  3  1]
